gpstime,altitude,speed,heading,hpdop,vdop,pdop,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,lat
1411812844.00,176.1,0.108,151.1300,0.9,1.3,1.6,-0.017578,0.015625,0.0,-0.56641,0.16797,10.0508,41.169190
1411812845.00,176.3,0.134,186.6400,0.9,1.3,1.6,-0.017578,0.017578,0.0039063,-0.52344,-0.0039063,10.1172,41.169188
1411812847.00,176.0,0.046,184.7700,0.9,1.3,1.6,-0.017578,0.017578,0.0039063,-0.49219,-0.16406,10.1602,41.169190
1411812848.00,175.5,0.031,153.7700,0.9,1.3,1.6,-0.013672,0.013672,0.0039063,-0.50391,0.019531,10.125,41.169192
1411812849.00,175.0,0.041,82.0400,0.9,1.3,1.6,-0.017578,0.015625,0.0019531,-0.41797,0.0078125,9.8945,41.169195
1411812849.00,0,0.041,82.0400,0,0,0,-0.015625,0.013672,0.0019531,-0.53516,0.0078125,9.8984,41.169195
1411812851.00,174.3,0.057,112.7800,0.9,1.3,1.6,-0.015625,0.013672,0.0019531,-0.52344,0.0078125,9.8594,41.169198
1411812852.00,174.1,0.057,122.6000,0.9,1.3,1.6,-0.017578,0.013672,0.0058594,-0.59766,0.11328,9.9219,41.169198
1411812853.00,174.0,0.062,150.7500,0.9,1.3,1.6,-0.015625,0.0097656,0.0039063,-0.65625,0.20313,10.0781,41.169200
1411812854.00,173.8,0.057,110.2900,0.9,1.3,1.6,-0.017578,0.017578,0.0019531,-0.64844,-0.15625,10.2109,41.169200
1411812855.00,173.6,0.062,105.8900,0.9,1.3,1.6,-0.015625,0.011719,0.0,-0.67969,0.0078125,10.0898,41.169202
1411812856.00,173.6,0.036,146.4200,0.9,1.3,1.6,-0.019531,0.015625,0.0039063,-0.56641,0.046875,9.9922,41.169202
1411812857.00,173.6,0.067,168.3200,0.9,1.3,1.6,-0.017578,0.013672,0.0019531,-0.57422,0.011719,9.957,41.169202
1411812858.00,173.7,0.077,145.5400,0.9,1.3,1.6,-0.015625,0.013672,0.0019531,-0.66797,0.054688,9.7695,41.169200
1411812859.00,173.9,0.067,144.5900,0.9,1.3,1.6,-0.023438,0.017578,0.0019531,-0.58203,-0.054688,9.9102,41.169200
1411812860.00,174.1,0.087,150.1600,0.9,1.3,1.6,-0.019531,0.013672,0.0039063,-0.58594,0.23438,9.9883,41.169200
1411812862.00,174.1,0.072,181.5800,0.9,1.3,1.6,-0.019531,0.017578,0.0019531,-0.59766,0.058594,10.0586,41.169200
1411812863.00,174.2,0.036,139.6100,0.9,1.3,1.6,-0.019531,0.017578,0.0,-0.57813,-0.078125,10.1406,41.169198
1411812864.00,174.5,0.051,172.0200,0.9,1.3,1.6,-0.017578,0.013672,0.0019531,-0.54688,0.039063,10.2148,41.169198
1411812865.00,174.6,0.046,164.2600,1.1,1.5,1.9,-0.019531,0.019531,0.0039063,-0.42578,0.015625,10.0234,41.169197
1411812867.00,174.6,0.041,148.1200,1.1,1.5,1.9,-0.015625,0.013672,0.0039063,-0.45703,0.0,9.8008,41.169198
1411812868.00,174.6,0.051,154.0200,1.1,1.5,1.9,-0.017578,0.015625,0.0019531,-0.50781,-0.054688,9.8008,41.169198
1411812869.00,174.5,0.046,148.7800,1.1,1.5,1.9,-0.019531,0.019531,0.0019531,-0.47266,0.019531,9.9688,41.169198
1411812870.00,174.5,0.051,158.7100,1.1,1.5,1.9,-0.017578,0.017578,0.0019531,-0.57422,0.13672,10.0313,41.169198
1411812872.00,174.4,0.036,145.9300,1.1,1.5,1.9,-0.017578,0.017578,0.0019531,-0.57031,-0.14063,10.1797,41.169198
1411812873.00,174.4,0.062,161.2400,1.1,1.5,1.9,-0.015625,0.017578,0.0039063,-0.55078,-0.027344,10.1289,41.169198
1411812874.00,174.4,0.041,158.1700,1.1,1.5,1.9,-0.017578,0.015625,0.0019531,-0.46094,-0.015625,9.9648,41.169198
1411812875.00,174.2,0.046,143.9900,1.1,1.5,1.9,-0.017578,0.017578,0.0019531,-0.46094,-0.015625,9.9648,41.169200
1411812877.00,174.2,0.051,165.9800,1.1,1.5,1.9,-0.013672,0.015625,0.0039063,-0.56641,0.039063,9.8203,41.169200
1411812878.00,174.1,0.036,142.2100,1.1,1.5,1.9,-0.019531,0.017578,0.0019531,-0.625,-0.011719,9.8164,41.169200
1411812879.00,174.0,0.041,163.6900,1.1,1.5,1.9,-0.015625,0.013672,0.0019531,-0.63281,0.22266,10.0352,41.169200
1411812879.00,0,0.041,163.6900,0,0,0,-0.017578,0.017578,0.0039063,-0.69922,0.011719,10.0586,41.169200
1411812880.00,174.1,0.046,174.8000,1.1,1.5,1.9,-0.017578,0.015625,0.0039063,-0.67578,-0.10156,10.1875,41.169200
1411812882.00,174.3,0.067,170.1300,1.1,1.5,1.9,-0.017578,0.015625,0.0019531,-0.62891,0.11328,10.0391,41.169198
1411812883.00,174.4,0.062,170.9900,1.1,1.5,1.9,-0.015625,0.011719,0.0039063,-0.56641,0.015625,10.0234,41.169198
1411812884.00,174.6,0.062,172.5700,1.1,1.5,1.9,-0.015625,0.011719,0.0039063,-0.53516,0.097656,9.8047,41.169197
1411812886.00,174.7,0.082,177.0000,1.1,1.5,1.9,-0.019531,0.011719,0.0019531,-0.60156,0.0,9.707,41.169197
1411812887.00,174.7,0.067,171.3300,0.9,1.3,1.6,-0.017578,0.013672,0.0039063,-0.5625,0.097656,9.9219,41.169197
1411812888.00,174.5,0.067,174.4100,0.9,1.3,1.6,-0.019531,0.015625,0.0019531,-0.58203,0.18359,9.9219,41.169197
1411812889.00,174.5,0.082,174.5200,0.9,1.3,1.6,-0.017578,0.015625,0.0039063,-0.60156,-0.14844,10.1523,41.169197
1411812891.00,174.2,0.057,159.4000,0.9,1.3,1.6,-0.017578,0.015625,0.0019531,-0.57031,-0.070313,10.1289,41.169198
1411812892.00,174.1,0.057,165.5400,1.0,1.4,1.7,-0.017578,0.017578,0.0039063,-0.41016,-0.035156,10.0508,41.169198
1411812893.00,174.0,0.051,163.5800,1.0,1.4,1.7,-0.015625,0.013672,0.0039063,-0.38672,-0.039063,10.0039,41.169198
1411812894.00,173.9,0.062,160.7000,1.0,1.4,1.7,-0.019531,0.021484,0.0019531,-0.48828,-0.023438,9.8398,41.169198
1411812895.00,173.7,0.057,168.1500,1.0,1.4,1.7,-0.015625,0.015625,0.0019531,-0.52344,-0.035156,9.8594,41.169198
1411812897.00,173.7,0.057,162.0700,1.0,1.4,1.7,-0.017578,0.017578,0.0039063,-0.64453,0.15625,10.0586,41.169198
1411812898.00,173.5,0.062,164.9500,1.0,1.4,1.7,-0.017578,0.017578,0.0019531,-0.58203,0.035156,10.1016,41.169198
1411812899.00,173.4,0.057,158.1100,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.66016,-0.125,10.2656,41.169200
1411812900.00,173.3,0.051,153.5000,1.1,1.5,1.9,-0.021484,0.017578,0.0039063,-0.58594,0.011719,10.0664,41.169200
1411812901.00,173.1,0.041,117.8500,1.1,1.5,1.9,-0.013672,0.013672,0.0019531,-0.54688,-0.0078125,10.1172,41.169200
1411812902.00,173.1,0.051,100.7400,1.1,1.5,1.9,-0.017578,0.013672,0.0039063,-0.59766,0.074219,9.8242,41.169200
1411812903.00,173.2,0.041,106.4500,1.1,1.5,1.9,-0.017578,0.013672,0.0019531,-0.64844,0.050781,9.8047,41.169200
1411812904.00,173.6,0.072,176.4800,1.1,1.5,1.9,-0.015625,0.015625,0.0019531,-0.71484,0.054688,10.0547,41.169198
1411812906.00,174.0,0.067,171.9800,1.1,1.5,1.9,-0.017578,0.015625,0.0039063,-0.67188,0.22656,10.0078,41.169197
1411812907.00,174.1,0.036,149.9300,1.1,1.5,1.9,-0.015625,0.013672,0.0019531,-0.65234,-0.089844,10.1719,41.169195
1411812908.00,174.2,0.062,137.4100,1.1,1.5,1.9,-0.017578,0.013672,0.0019531,-0.61328,-0.070313,10.2422,41.169195
1411812909.00,174.4,0.057,151.3900,1.1,1.5,1.9,-0.017578,0.013672,0.0019531,-0.49219,-0.035156,9.9844,41.169193
1411812910.00,174.2,0.072,142.2200,1.0,1.4,1.7,-0.013672,0.011719,0.0039063,-0.49219,-0.035156,9.9844,41.169193
1411812912.00,174.0,0.051,153.4300,0.9,1.3,1.6,-0.017578,0.015625,0.0,-0.50391,-0.039063,9.9453,41.169195
1411812913.00,173.9,0.057,143.1100,1.0,1.4,1.7,-0.017578,0.013672,0.0,-0.51172,0.10547,9.9648,41.169195
1411812913.00,173.8,0.057,143.1100,1.0,1.4,1.7,-0.017578,0.013672,0.0039063,-0.58203,0.082031,10.0313,41.169195
1411812916.00,174.0,0.072,179.4600,0.9,1.3,1.6,-0.017578,0.017578,0.0019531,-0.5625,-0.14453,10.1523,41.169195
1411812917.00,173.9,0.087,166.0000,1.0,1.4,1.7,-0.015625,0.013672,0.0019531,-0.47656,-0.011719,10.0742,41.169193
1411812917.00,0,0.087,166.0000,0,0,0,-0.019531,0.017578,0.0019531,-0.46094,0.0,9.9766,41.169193
1411812918.00,173.9,0.093,165.7800,1.0,1.4,1.7,-0.015625,0.013672,0.0019531,-0.52734,0.023438,9.8125,41.169193
1411812919.00,173.8,0.087,161.6400,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.58594,-0.039063,9.7773,41.169193
1411812921.00,173.7,0.041,147.6600,1.0,1.4,1.7,-0.019531,0.017578,0.0019531,-0.61328,0.066406,9.8594,41.169193
1411812922.00,173.7,0.036,133.1500,1.6,2.1,2.6,-0.015625,0.013672,0.0019531,-0.65625,0.19922,9.9609,41.169195
1411812923.00,173.5,0.036,91.8600,1.6,2.1,2.6,-0.019531,0.017578,0.0019531,-0.64844,-0.082031,10.2148,41.169195
1411812924.00,173.3,0.041,92.5200,1.6,2.1,2.6,-0.017578,0.013672,0.0039063,-0.64063,-0.039063,10.1172,41.169197
1411812925.00,173.1,0.051,135.6000,1.6,2.1,2.6,-0.017578,0.015625,0.0019531,-0.61328,0.15625,10.0273,41.169197
1411812927.00,173.0,0.067,140.8400,1.6,2.1,2.6,-0.017578,0.017578,0.0039063,-0.57031,-0.023438,9.9805,41.169198
1411812928.00,172.9,0.046,132.0400,1.6,2.1,2.6,-0.013672,0.013672,0.0039063,-0.65234,0.078125,9.7578,41.169198
1411812929.00,172.9,0.093,155.9100,1.6,2.1,2.6,-0.019531,0.017578,0.0,-0.54297,-0.027344,9.8828,41.169198
1411812930.00,172.9,0.082,136.3600,1.0,1.4,1.7,-0.017578,0.013672,0.0019531,-0.58594,0.11719,9.9805,41.169198
1411812932.00,173.0,0.087,146.4600,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.58984,0.0625,10.0352,41.169198
1411812933.00,173.4,0.057,145.1800,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.60547,-0.11719,10.168,41.169197
1411812934.00,173.6,0.021,105.3800,1.0,1.4,1.7,-0.017578,0.013672,0.0019531,-0.51953,-0.0078125,10.1484,41.169195
1411812936.00,173.7,0.041,99.9800,1.0,1.4,1.7,-0.021484,0.015625,0.0039063,-0.49609,0.0,9.9961,41.169195
1411812937.00,173.6,0.046,128.4200,1.0,1.4,1.7,-0.015625,0.013672,0.0019531,-0.46094,0.0039063,9.9141,41.169197
1411812938.00,173.4,0.067,150.4200,1.0,1.4,1.7,-0.017578,0.015625,0.0039063,-0.47656,-0.046875,9.7695,41.169197
1411812938.00,0,0.067,150.4200,0,0,0,-0.017578,0.017578,0.0039063,-0.50781,0.015625,9.9609,41.169197
1411812939.00,173.2,0.062,145.8100,1.0,1.4,1.7,-0.017578,0.013672,0.0058594,-0.57422,0.18359,9.9805,41.169198
1411812941.00,172.5,0.057,118.3200,1.0,1.4,1.7,-0.017578,0.017578,0.0039063,-0.59766,-0.11719,10.2148,41.169200
1411812942.00,172.0,0.036,94.4800,1.0,1.4,1.7,-0.017578,0.015625,0.0039063,-0.60938,-0.046875,10.1172,41.169203
1411812943.00,171.5,0.051,123.5100,1.0,1.4,1.7,-0.017578,0.017578,0.0039063,-0.52734,0.085938,10.0938,41.169205
1411812944.00,171.0,0.067,153.8700,1.0,1.4,1.7,-0.017578,0.017578,0.0019531,-0.47656,-0.0625,10.0078,41.169207
1411812946.00,170.2,0.046,119.5100,1.0,1.4,1.7,-0.015625,0.013672,0.0019531,-0.57031,0.082031,9.8086,41.169208
1411812946.00,169.7,0.046,119.5100,1.0,1.4,1.7,-0.019531,0.017578,0.0019531,-0.66797,0.015625,9.9219,41.169208
1411812948.00,169.3,0.046,109.2200,1.0,1.4,1.7,-0.015625,0.013672,0.0039063,-0.64063,0.16406,10.1016,41.169212
1411812949.00,169.1,0.051,128.8100,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.66406,0.15234,10.0625,41.169213
1411812951.00,169.1,0.077,144.2700,1.0,1.4,1.7,-0.017578,0.017578,0.0019531,-0.66016,-0.082031,10.2734,41.169213
1411812952.00,169.2,0.093,167.9400,1.0,1.4,1.7,-0.015625,0.015625,0.0039063,-0.57813,0.046875,10.0703,41.169212
1411812953.00,169.3,0.072,159.5200,1.0,1.4,1.7,-0.019531,0.017578,0.0039063,-0.50781,0.011719,9.9766,41.169212
1411812954.00,169.4,0.093,187.3300,1.0,1.4,1.7,-0.015625,0.015625,0.0039063,-0.5,0.050781,9.9453,41.169212
1411812955.00,169.6,0.082,186.0600,1.0,1.4,1.7,-0.015625,0.013672,0.0039063,-0.58984,0.019531,9.7578,41.169210
1411812957.00,169.6,0.087,184.5000,1.0,1.4,1.7,-0.019531,0.015625,0.0019531,-0.53125,0.035156,9.9102,41.169210
1411812958.00,169.8,0.072,177.0000,1.0,1.4,1.7,-0.015625,0.013672,0.0019531,-0.55859,0.1875,10.0586,41.169208
1411812959.00,169.8,0.072,174.9800,1.0,1.4,1.7,-0.019531,0.019531,0.0039063,-0.53516,-0.10547,10.125,41.169208
1411812960.00,169.6,0.072,175.0900,1.6,2.1,2.7,-0.015625,0.015625,0.0019531,-0.5,-0.070313,10.2031,41.169208
1411812962.00,169.5,0.067,161.0400,1.6,2.1,2.7,-0.017578,0.015625,0.0039063,-0.41797,0.019531,10.0156,41.169210
1411812963.00,169.4,0.072,168.6700,1.6,2.1,2.7,-0.017578,0.015625,0.0039063,-0.4375,-0.046875,9.9258,41.169210
1411812964.00,169.3,0.072,168.2800,1.6,2.1,2.7,-0.013672,0.013672,0.0039063,-0.51563,-0.011719,9.7852,41.169210
1411812965.00,169.3,0.062,163.3500,1.0,1.4,1.7,-0.021484,0.019531,0.0019531,-0.5,-0.070313,9.9141,41.169212
1411812967.00,169.3,0.051,168.1400,1.0,1.4,1.7,-0.019531,0.015625,0.0019531,-0.64063,0.17188,9.9648,41.169212
1411812968.00,169.3,0.041,159.8100,1.0,1.4,1.7,-0.019531,0.015625,0.0019531,-0.63672,0.082031,10.0273,41.169212
1411812968.00,169.3,0.041,159.8100,1.0,1.4,1.7,-0.019531,0.017578,0.0019531,-0.66406,-0.10547,10.1836,41.169212
1411812971.00,169.9,0.072,176.8900,1.0,1.4,1.7,-0.015625,0.013672,0.0019531,-0.63281,0.050781,10.1445,41.169208
1411812972.00,170.2,0.077,176.8800,1.0,1.4,1.7,-0.021484,0.015625,0.0019531,-0.51953,0.0039063,10.0352,41.169207
1411812973.00,170.4,0.062,171.7100,1.0,1.4,1.7,-0.015625,0.011719,0.0039063,-0.55078,0.054688,9.9688,41.169205
1411812974.00,170.6,0.077,193.0700,1.0,1.4,1.7,-0.017578,0.017578,0.0019531,-0.71094,0.027344,9.8555,41.169205
1411812976.00,170.4,0.031,171.0000,1.0,1.4,1.7,-0.019531,0.017578,0.0019531,-0.68359,0.019531,9.9805,41.169205
1411812977.00,170.1,0.041,164.8600,1.0,1.4,1.7,-0.013672,0.013672,0.0019531,-0.61328,0.21094,10.0039,41.169207
1411812978.00,169.9,0.072,126.4700,1.0,1.4,1.7,-0.019531,0.015625,0.0019531,-0.69141,-0.085938,10.1797,41.169207
1411812979.00,169.6,0.057,115.0400,1.0,1.4,1.7,-0.015625,0.015625,0.0019531,-0.57031,-0.066406,10.2461,41.169208
1411812981.00,169.1,0.067,139.5400,1.0,1.4,1.7,-0.019531,0.013672,0.0019531,-0.54297,0.085938,10.0,41.169212
1411812982.00,168.8,0.057,142.2900,1.0,1.4,1.7,-0.019531,0.013672,0.0039063,-0.44531,-0.054688,10.0391,41.169212
1411812983.00,168.6,0.067,155.7900,1.0,1.4,1.7,-0.013672,0.013672,0.0019531,-0.5625,0.023438,9.7969,41.169213
1411812984.00,168.5,0.062,149.7200,1.0,1.4,1.7,-0.019531,0.017578,0.0019531,-0.50781,-0.0625,9.9063,41.169213
1411812985.00,168.2,0.057,137.2500,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.49219,0.10938,10.0625,41.169213
1411812987.00,168.3,0.077,154.7700,1.0,1.4,1.7,-0.015625,0.015625,0.0039063,-0.53516,0.0625,10.0195,41.169215
1411812988.00,168.2,0.057,141.8600,1.0,1.4,1.7,-0.017578,0.017578,0.0039063,-0.54297,-0.089844,10.2148,41.169215
1411812989.00,168.3,0.062,144.2700,1.0,1.4,1.7,-0.015625,0.015625,0.0039063,-0.53906,0.023438,10.1094,41.169215
1411812991.00,168.5,0.057,147.4800,1.0,1.4,1.7,-0.017578,0.017578,0.0019531,-0.50391,0.0,9.9648,41.169213
1411812992.00,168.7,0.057,145.4500,1.0,1.4,1.7,-0.015625,0.013672,0.0019531,-0.57422,0.050781,9.9531,41.169213
1411812993.00,168.8,0.057,151.7800,1.0,1.4,1.7,-0.017578,0.013672,0.0019531,-0.65234,-0.019531,9.7656,41.169213
1411812994.00,169.0,0.062,150.7000,1.0,1.4,1.7,-0.019531,0.017578,0.0019531,-0.59766,0.0625,9.8008,41.169212
1411812996.00,169.3,0.062,151.5500,1.0,1.4,1.7,-0.015625,0.013672,0.0019531,-0.61328,0.17578,10.0156,41.169212
1411812997.00,169.5,0.067,159.3300,1.0,1.4,1.7,-0.021484,0.017578,0.0019531,-0.67969,-0.070313,10.1641,41.169212
1411812998.00,169.6,0.057,164.0000,1.0,1.4,1.7,-0.015625,0.015625,0.0019531,-0.71484,-0.035156,10.2148,41.169210
1411812999.00,169.6,0.051,154.6200,1.0,1.4,1.7,-0.019531,0.013672,0.0019531,-0.58203,0.10156,10.1133,41.169210
1411813001.00,169.8,0.051,158.8700,1.0,1.4,1.7,-0.017578,0.013672,0.0019531,-0.57031,0.039063,10.0117,41.169210
1411813002.00,169.9,0.051,140.9200,1.0,1.4,1.7,-0.013672,0.011719,0.0019531,-0.56641,0.023438,9.707,41.169210
1411813003.00,169.8,0.051,136.4000,1.0,1.4,1.7,-0.019531,0.017578,0.0019531,-0.59375,-0.015625,9.9297,41.169210
1411813004.00,169.7,0.051,124.3500,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.58203,0.09375,10.0625,41.169212
1411813005.00,169.5,0.046,102.3900,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.57031,0.054688,10.0469,41.169212
1411813006.00,169.4,0.057,128.3400,1.0,1.4,1.7,-0.019531,0.017578,0.0019531,-0.60547,-0.10547,10.2891,41.169213
1411813007.00,169.3,0.046,119.2700,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.48047,0.0078125,10.1758,41.169213
1411813008.00,169.2,0.057,138.3200,1.0,1.4,1.7,-0.019531,0.017578,0.0039063,-0.44141,0.015625,10.0039,41.169213
1411813009.00,169.3,0.057,148.7900,1.0,1.4,1.7,-0.017578,0.013672,0.0039063,-0.44922,-0.039063,9.8906,41.169213
1411813010.00,169.4,0.087,164.2000,1.0,1.4,1.7,-0.017578,0.013672,0.0039063,-0.50391,-0.054688,9.7969,41.169213
1411813012.00,169.5,0.087,169.7300,1.0,1.4,1.7,-0.017578,0.017578,0.0039063,-0.53516,0.0,9.9063,41.169213
1411813013.00,169.5,0.067,173.0900,1.0,1.4,1.7,-0.015625,0.013672,0.0039063,-0.62109,0.18359,10.0547,41.169213
1411813014.00,169.5,0.067,169.9300,1.0,1.4,1.7,-0.015625,0.015625,0.0,-0.60547,-0.125,10.1953,41.169213
1411813016.00,169.6,0.072,167.7900,1.0,1.4,1.7,-0.015625,0.015625,0.0,-0.64453,-0.027344,10.0703,41.169213
1411813017.00,169.5,0.057,169.4600,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.49609,0.097656,10.0547,41.169213
1411813018.00,169.5,0.072,177.3100,1.0,1.4,1.7,-0.019531,0.013672,0.0019531,-0.46875,-0.054688,10.0938,41.169215
1411813019.00,169.5,0.051,171.5800,1.0,1.4,1.7,-0.013672,0.013672,0.0039063,-0.63281,0.074219,9.9102,41.169215
1411813021.00,169.5,0.067,173.2000,1.0,1.4,1.7,-0.019531,0.015625,0.0019531,-0.65234,0.027344,9.8711,41.169215
1411813022.00,169.4,0.293,189.0100,1.0,1.4,1.7,-0.015625,0.013672,0.0019531,-0.69531,0.16406,10.0469,41.169215
1411813022.00,169.2,0.293,189.0100,1.0,1.4,1.7,-0.017578,0.015625,0.0019531,-0.70313,0.125,10.0039,41.169215
1411813024.00,169.1,0.108,175.0600,1.0,1.4,1.7,-0.019531,0.015625,0.0019531,-0.63281,-0.054688,10.2461,41.169213
1411813026.00,168.9,0.123,165.0100,0.9,1.3,1.6,-0.017578,0.017578,0.0019531,-0.51563,0.082031,10.0703,41.169212
1411813027.00,168.6,0.304,170.5700,0.9,1.3,1.6,-0.019531,0.015625,0.0019531,-0.47656,0.03125,10.0117,41.169212
1411813028.00,168.6,0.597,176.6600,0.9,1.3,1.6,-0.015625,0.013672,0.0039063,-0.48438,0.027344,9.9609,41.169208
1411813029.00,168.2,0.895,167.7900,0.9,1.3,1.6,-0.017578,0.013672,0.0039063,-0.52734,-0.03125,9.6875,41.169203
1411813031.00,167.6,1.518,170.1000,0.9,1.3,1.6,-0.019531,0.017578,0.0039063,-0.55859,0.09375,9.8438,41.169180
1411813032.00,167.2,0.962,172.3900,0.9,1.3,1.6,-0.017578,0.013672,0.0019531,-0.55859,0.11719,10.0156,41.169170
1411813033.00,166.9,0.201,180.8900,0.9,1.3,1.6,-0.019531,0.017578,0.0019531,-0.50391,-0.19922,10.0469,41.169167
1411813034.00,166.7,0.051,188.9700,0.9,1.3,1.6,-0.017578,0.015625,0.0039063,-0.50781,-0.019531,10.1367,41.169167
1411813035.00,166.6,0.057,191.9900,0.9,1.3,1.6,-0.019531,0.015625,0.0019531,-0.46094,-0.019531,10.1523,41.169167
1411813036.00,166.5,0.041,170.3800,0.9,1.3,1.6,-0.017578,0.015625,0.0019531,-0.45703,-0.035156,9.9297,41.169168
1411813037.00,166.3,0.473,177.4900,0.9,1.3,1.6,-0.013672,0.013672,0.0039063,-0.54688,0.0039063,9.7422,41.169167
1411813038.00,166.1,1.909,178.7800,0.9,1.3,1.6,-0.019531,0.017578,0.0019531,-0.58594,-0.097656,9.8594,41.169157
1411813039.00,166.0,2.891,183.9000,0.9,1.3,1.6,-0.015625,0.013672,0.0039063,-0.58203,0.14063,9.9961,41.169137
1411813041.00,166.2,4.193,187.2900,0.9,1.3,1.6,-0.017578,0.015625,0.0039063,-0.63672,0.074219,9.9766,41.169070
1411813042.00,165.8,5.062,181.5200,0.9,1.3,1.6,-0.017578,0.019531,0.0019531,-0.62891,-0.125,10.1836,41.169032
1411813043.00,165.6,5.767,181.8400,0.9,1.3,1.6,-0.015625,0.013672,0.0019531,-0.57813,0.070313,10.1523,41.168983
1411813043.00,165.6,5.767,181.8400,0.9,1.3,1.6,-0.021484,0.017578,0.0019531,-0.60547,0.046875,10.082,41.168983
1411813046.00,165.5,7.099,186.5700,1.0,1.5,1.8,-0.017578,0.013672,0.0039063,-0.60156,0.089844,9.957,41.168808
1411813047.00,165.5,7.784,191.5000,1.0,1.5,1.8,-0.019531,0.017578,0.0039063,-0.6875,-0.011719,9.7227,41.168742
1411813047.00,0,7.784,191.5000,0,0,0,-0.015625,0.013672,0.0019531,-0.63281,0.03125,10.0391,41.168742
1411813048.00,166.0,8.360,193.5400,1.0,1.5,1.8,-0.021484,0.017578,0.0039063,-0.67188,0.21875,9.9883,41.168670
1411813049.00,166.6,8.473,194.4500,1.0,1.5,1.8,-0.017578,0.017578,0.0019531,-0.62109,-0.058594,10.1445,41.168595
1411813051.00,167.9,8.247,198.0600,1.0,1.5,1.8,-0.019531,0.015625,0.0019531,-0.5625,-0.09375,10.207,41.168448
1411813052.00,168.8,8.375,198.0100,1.2,1.5,1.9,-0.019531,0.015625,0.0058594,-0.5,0.10547,10.1172,41.168375
1411813052.00,169.5,8.375,198.0100,1.0,1.5,1.8,-0.013672,0.013672,0.0039063,-0.46484,0.0,9.9844,41.168375
1411813054.00,170.3,8.442,201.1900,0.9,1.3,1.6,-0.021484,0.015625,0.0039063,-0.48438,0.011719,9.7891,41.168232
1411813056.00,172.5,8.581,199.5300,1.0,1.4,1.8,-0.015625,0.015625,0.0039063,-0.46094,-0.042969,9.8711,41.168085
1411813057.00,172.1,8.509,199.2900,1.0,1.4,1.8,-0.019531,0.015625,0.0019531,-0.46875,0.089844,9.9844,41.168015
1411813058.00,171.8,8.504,199.5300,1.0,1.4,1.8,-0.019531,0.017578,0.0019531,-0.56641,0.11719,10.0273,41.167945
1411813059.00,172.3,8.632,200.6700,1.0,1.4,1.8,-0.015625,0.015625,0.0039063,-0.51172,-0.14063,10.2266,41.167872
1411813060.00,172.2,8.854,203.8800,1.4,1.9,2.4,-0.019531,0.015625,0.0019531,-0.54688,0.039063,10.0352,41.167800
1411813062.00,172.0,9.270,198.3300,1.4,1.9,2.4,-0.015625,0.015625,0.0019531,-0.48828,0.070313,10.0234,41.167648
1411813063.00,171.8,9.373,198.7600,1.4,1.9,2.4,-0.017578,0.013672,0.0019531,-0.57813,-0.0039063,10.0,41.167570
1411813064.00,171.8,9.337,200.6800,1.4,1.9,2.4,-0.017578,0.017578,0.0019531,-0.58984,0.023438,9.7656,41.167490
1411813066.00,171.5,9.003,199.4800,1.0,1.4,1.8,-0.015625,0.013672,0.0019531,-0.58984,0.089844,9.8359,41.167335
1411813067.00,171.7,8.617,194.2700,1.0,1.4,1.8,-0.019531,0.017578,0.0039063,-0.64063,0.19922,10.0078,41.167258
1411813068.00,172.5,7.979,192.3200,1.0,1.4,1.8,-0.017578,0.015625,0.0019531,-0.72266,-0.039063,10.0898,41.167183
1411813069.00,173.6,6.590,199.5000,1.0,1.4,1.8,-0.017578,0.013672,0.0039063,-0.64453,0.054688,10.1836,41.167118
1411813070.00,173.8,5.011,199.5600,0.9,1.3,1.6,-0.017578,0.015625,0.0039063,-0.55859,0.039063,10.0547,41.167070
1411813072.00,174.3,1.446,196.4800,0.9,1.3,1.6,-0.015625,0.011719,0.0019531,-0.53125,-0.015625,9.9844,41.167013
1411813073.00,175.0,0.499,191.9400,0.9,1.3,1.6,-0.021484,0.015625,0.0019531,-0.5625,-0.03125,9.8789,41.167005
1411813074.00,175.1,0.087,151.0700,0.9,1.3,1.6,-0.017578,0.013672,0.0019531,-0.59766,0.13672,10.0508,41.167005
1411813076.00,175.0,1.950,177.5900,0.9,1.3,1.6,-0.017578,0.015625,0.0039063,-0.62109,0.11328,10.0352,41.166995
1411813077.00,175.0,3.436,156.4800,0.9,1.3,1.6,-0.019531,0.017578,0.0019531,-0.54688,-0.16406,10.2422,41.166973
1411813077.00,174.7,3.436,156.4800,0.9,1.3,1.6,-0.015625,0.013672,0.0019531,-0.53516,0.066406,10.1367,41.166973
1411813079.00,174.6,4.769,116.8000,1.1,1.3,1.7,-0.023438,0.017578,0.0019531,-0.41797,-0.03125,10.0859,41.166925
1411813079.00,0,4.769,116.8000,0,0,0,-0.017578,0.013672,0.0039063,-0.39063,0.0039063,9.957,41.166925
